id,module,subtype,difficulty,text,target,display,distractor_1,distractor_2,distractor_3,distractor_family,weight,enabled,answer_correct,construction_id,cluster_family,cluster_surface,frame,subject,clitic_1,clitic_2,clitic_3,semantic_type,acoustic_tags,contrast_1,contrast_2,contrast_3,notes
PC_0226,COD_CLUSTER,COD_LUI,D4,"Avant-hier, elle la lui a envoyée.",前天，她把这个发给他了,前天，她把这个发给他了,前天，她把这个发给他们了,前天，她把这些发给他了,前天，他把这个发给她了,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.0,1,前天，她把这个发给他了,ENVOYER_QCH_A_QN,COD_COI,la lui,PASSE_COMPOSE,ELLE,LA,LUI,,COD_RECIPIENT,,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0026; context=Avant-hier,"
PC_0227,COD_CLUSTER,LES_LEUR,D4,"Avant-hier, nous les leur avons montrés.",前天，我们把这些给他们看了,前天，我们把这些给他们看了,前天，我们把这些给他看了,前天，我们把这个给他们看了,前天，他们把这些给我们看了,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.0,1,前天，我们把这些给他们看了,MONTRER_QCH_A_QN,COD_COI,les leur,PASSE_COMPOSE,NOUS,LES,LEUR,,COD_RECIPIENT,,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0027; context=Avant-hier,"
PC_0228,COD_CLUSTER,COD_LEUR,D3,"Après-demain, on le leur expliquera.",后天，我们会给他们解释这个,后天，我们会给他们解释这个,后天，我们会给他解释这个,后天，我们会给他们解释这些,后天，他们会给我们解释这个,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.0,1,后天，我们会给他们解释这个,EXPLIQUER_QCH_A_QN,COD_COI,le leur,FUTUR_SIMPLE,ON,LE,LEUR,,COD_RECIPIENT,,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0028; context=Après-demain,"
PC_0229,COD_CLUSTER,LES_LUI,D4,"Avant-hier, je les lui ai rendus.",前天，我把这些还给他了,前天，我把这些还给他了,前天，我把这些还给他们了,前天，我把这个还给他了,前天，他把这些还给我了,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.0,1,前天，我把这些还给他了,RENDRE_QCH_A_QN,COD_COI,les lui,PASSE_COMPOSE,JE,LES,LUI,,COD_RECIPIENT,,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0029; context=Avant-hier,"
PC_0230,COD_CLUSTER,COD_LEUR,D3,"Maintenant, il la leur recommande.",现在，他向他们推荐这个,现在，他向他们推荐这个,现在，他向他推荐这个,现在，他向他们推荐这些,现在，他们向他推荐这个,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.0,1,现在，他向他们推荐这个,RECOMMANDER_QCH_A_QN,COD_COI,la leur,PRESENT,IL,LA,LEUR,,COD_RECIPIENT,,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0030; context=Maintenant,"
PC_0231,COD_CLUSTER,ME_COD,D3,"Maintenant, elle me le rappelle souvent.",现在，她经常提醒我这件事,现在，她经常提醒我这件事,现在，她经常提醒他们这件事,现在，她经常提醒我这些事,现在，我经常提醒她这件事,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.0,1,现在，她经常提醒我这件事,RAPPELER_QCH_A_QN,OBJ_COD,me le,PRESENT,ELLE,ME,LE,,RECIPIENT_COD,,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0031; context=Maintenant,"
PC_0232,COD_CLUSTER,VOUS_COD,D4,"Avant-hier, nous vous l'avons déjà dit.",前天，我们已经跟您说过这个了,前天，我们已经跟您说过这个了,前天，我们已经跟他们说过这个了,前天，我们已经跟您说过这些了,前天，您已经跟我们说过这个了,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.7,1,前天，我们已经跟您说过这个了,DIRE_QCH_A_QN,OBJ_COD,vous l',PASSE_COMPOSE,NOUS,VOUS,LE_LA,,RECIPIENT_COD,VOUS_L_AVONS,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0032; context=Avant-hier,"
PC_0233,COD_CLUSTER,NOUS_LES,D4,"Avant-hier, ils nous les ont transmis.",前天，他们把这些转给我们了,前天，他们把这些转给我们了,前天，他们把这些转给他们了,前天，他们把这个转给我们了,前天，我们把这些转给他们了,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.0,1,前天，他们把这些转给我们了,TRANSMETTRE_QCH_A_QN,OBJ_COD,nous les,PASSE_COMPOSE,ILS,NOUS,LES,,RECIPIENT_COD,,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0033; context=Avant-hier,"
PC_0234,COD_CLUSTER,TE_LES,D4,"Avant-hier, je te les ai réservés.",前天，我给你预留了这些,前天，我给你预留了这些,前天，我给他预留了这些,前天，我给你预留了这个,前天，你给我预留了这些,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.0,1,前天，我给你预留了这些,RESERVER_QCH_A_QN,OBJ_COD,te les,PASSE_COMPOSE,JE,TE,LES,,RECIPIENT_COD,,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0034; context=Avant-hier,"
PC_0235,COD_CLUSTER,ME_COD,D4,"Ce matin, il me l'a expliqué.",今天早上，他给我解释了这个,今天早上，他给我解释了这个,今天早上，他给我们解释了这个,今天早上，他给我解释了这些,今天早上，我给他解释了这个,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,2.0,1,今天早上，他给我解释了这个,EXPLIQUER_QCH_A_QN,OBJ_COD,me l',PASSE_COMPOSE,IL,ME,LE_LA,,RECIPIENT_COD,ME_L_A,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0017; context=Ce matin,"
PC_0236,COD_CLUSTER,VOUS_COD,D3,"En ce moment, je vous le confirme.",目前，我向您确认这个,目前，我向您确认这个,目前，我向他们确认这个,目前，我向您确认这些,目前，您向我确认这个,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.0,1,目前，我向您确认这个,CONFIRMER_QCH_A_QN,OBJ_COD,vous le,PRESENT,JE,VOUS,LE,,RECIPIENT_COD,,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0018; context=En ce moment,"
PC_0237,COD_CLUSTER,NOUS_COD,D4,"Ce matin, elle nous l'a envoyé.",今天早上，她把这个发给我们了,今天早上，她把这个发给我们了,今天早上，她把这个发给他们了,今天早上，她把这些发给我们了,今天早上，我们把这个发给她了,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.7,1,今天早上，她把这个发给我们了,ENVOYER_QCH_A_QN,OBJ_COD,nous l',PASSE_COMPOSE,ELLE,NOUS,LE_LA,,RECIPIENT_COD,NOUS_L_A,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0019; context=Ce matin,"
PC_0238,COD_CLUSTER,ME_LES,D3,"En ce moment, tu me les montres.",目前，你给我看这些,目前，你给我看这些,目前，你给我们看这些,目前，你给我看这个,目前，我给你看这些,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.0,1,目前，你给我看这些,MONTRER_QCH_A_QN,OBJ_COD,me les,PRESENT,TU,ME,LES,,RECIPIENT_COD,,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0020; context=En ce moment,"
PC_0239,COD_CLUSTER,VOUS_LES,D3,"Bientôt, on vous les donnera demain.",很快，我们明天会把这些给您,很快，我们明天会把这些给您,很快，我们明天会把这些给他们,很快，我们明天会把这个给您,很快，您明天会把这些给我们,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.0,1,很快，我们明天会把这些给您,DONNER_QCH_A_QN,OBJ_COD,vous les,FUTUR_SIMPLE,ON,VOUS,LES,,RECIPIENT_COD,,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0021; context=Bientôt,"
PC_0240,COD_CLUSTER,TE_COD,D4,"Ce matin, je te l'ai laissé.",今天早上，我把这个留给你了,今天早上，我把这个留给你了,今天早上，我把这个留给他了,今天早上，我把这些留给你了,今天早上，你把这个留给我了,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.7,1,今天早上，我把这个留给你了,LAISSER_QCH_A_QN,OBJ_COD,te l',PASSE_COMPOSE,JE,TE,LE_LA,,RECIPIENT_COD,TE_L_AI,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0022; context=Ce matin,"
PC_0241,COD_CLUSTER,NOUS_LES,D4,"Ce matin, il nous les a apportés.",今天早上，他把这些给我们带来了,今天早上，他把这些给我们带来了,今天早上，他把这些给他们带来了,今天早上，他把这个给我们带来了,今天早上，我们把这些给他带来了,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.0,1,今天早上，他把这些给我们带来了,APPORTER_QCH_A_QN,OBJ_COD,nous les,PASSE_COMPOSE,IL,NOUS,LES,,RECIPIENT_COD,,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0023; context=Ce matin,"
PC_0242,COD_CLUSTER,ME_COD,D3,"En ce moment, vous me la prêtez.",目前，您把这个借给我,目前，您把这个借给我,目前，您把这个借给他们,目前，您把这些借给我,目前，我把这个借给您,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.0,1,目前，您把这个借给我,PRETER_QCH_A_QN,OBJ_COD,me la,PRESENT,VOUS,ME,LA,,RECIPIENT_COD,,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0024; context=En ce moment,"
PC_0243,COD_CLUSTER,COD_LUI,D4,"Ce matin, je le lui ai donné.",今天早上，我把这个给他了,今天早上，我把这个给他了,今天早上，我把这个给他们了,今天早上，我把这些给他了,今天早上，他把这个给我了,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.7,1,今天早上，我把这个给他了,DONNER_QCH_A_QN,COD_COI,le lui,PASSE_COMPOSE,JE,LE,LUI,,COD_RECIPIENT,LE_LUI_AI,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0025; context=Ce matin,"
PC_0244,COD_CLUSTER,COD_LUI,D4,"Ce matin, elle la lui a envoyée.",今天早上，她把这个发给他了,今天早上，她把这个发给他了,今天早上，她把这个发给他们了,今天早上，她把这些发给他了,今天早上，他把这个发给她了,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.0,1,今天早上，她把这个发给他了,ENVOYER_QCH_A_QN,COD_COI,la lui,PASSE_COMPOSE,ELLE,LA,LUI,,COD_RECIPIENT,,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0026; context=Ce matin,"
PC_0245,COD_CLUSTER,LES_LEUR,D4,"Ce matin, nous les leur avons montrés.",今天早上，我们把这些给他们看了,今天早上，我们把这些给他们看了,今天早上，我们把这些给他看了,今天早上，我们把这个给他们看了,今天早上，他们把这些给我们看了,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.0,1,今天早上，我们把这些给他们看了,MONTRER_QCH_A_QN,COD_COI,les leur,PASSE_COMPOSE,NOUS,LES,LEUR,,COD_RECIPIENT,,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0027; context=Ce matin,"
PC_0246,COD_CLUSTER,COD_LEUR,D3,"Bientôt, on le leur expliquera.",很快，我们会给他们解释这个,很快，我们会给他们解释这个,很快，我们会给他解释这个,很快，我们会给他们解释这些,很快，他们会给我们解释这个,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.0,1,很快，我们会给他们解释这个,EXPLIQUER_QCH_A_QN,COD_COI,le leur,FUTUR_SIMPLE,ON,LE,LEUR,,COD_RECIPIENT,,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0028; context=Bientôt,"
PC_0247,COD_CLUSTER,LES_LUI,D4,"Ce matin, je les lui ai rendus.",今天早上，我把这些还给他了,今天早上，我把这些还给他了,今天早上，我把这些还给他们了,今天早上，我把这个还给他了,今天早上，他把这些还给我了,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.0,1,今天早上，我把这些还给他了,RENDRE_QCH_A_QN,COD_COI,les lui,PASSE_COMPOSE,JE,LES,LUI,,COD_RECIPIENT,,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0029; context=Ce matin,"
PC_0248,COD_CLUSTER,COD_LEUR,D3,"En ce moment, il la leur recommande.",目前，他向他们推荐这个,目前，他向他们推荐这个,目前，他向他推荐这个,目前，他向他们推荐这些,目前，他们向他推荐这个,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.0,1,目前，他向他们推荐这个,RECOMMANDER_QCH_A_QN,COD_COI,la leur,PRESENT,IL,LA,LEUR,,COD_RECIPIENT,,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0030; context=En ce moment,"
PC_0249,COD_CLUSTER,ME_COD,D3,"En ce moment, elle me le rappelle souvent.",目前，她经常提醒我这件事,目前，她经常提醒我这件事,目前，她经常提醒他们这件事,目前，她经常提醒我这些事,目前，我经常提醒她这件事,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.0,1,目前，她经常提醒我这件事,RAPPELER_QCH_A_QN,OBJ_COD,me le,PRESENT,ELLE,ME,LE,,RECIPIENT_COD,,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0031; context=En ce moment,"
PC_0250,COD_CLUSTER,VOUS_COD,D4,"Ce matin, nous vous l'avons déjà dit.",今天早上，我们已经跟您说过这个了,今天早上，我们已经跟您说过这个了,今天早上，我们已经跟他们说过这个了,今天早上，我们已经跟您说过这些了,今天早上，您已经跟我们说过这个了,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.7,1,今天早上，我们已经跟您说过这个了,DIRE_QCH_A_QN,OBJ_COD,vous l',PASSE_COMPOSE,NOUS,VOUS,LE_LA,,RECIPIENT_COD,VOUS_L_AVONS,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0032; context=Ce matin,"
PC_0251,COD_CLUSTER,NOUS_LES,D4,"Ce matin, ils nous les ont transmis.",今天早上，他们把这些转给我们了,今天早上，他们把这些转给我们了,今天早上，他们把这些转给他们了,今天早上，他们把这个转给我们了,今天早上，我们把这些转给他们了,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.0,1,今天早上，他们把这些转给我们了,TRANSMETTRE_QCH_A_QN,OBJ_COD,nous les,PASSE_COMPOSE,ILS,NOUS,LES,,RECIPIENT_COD,,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0033; context=Ce matin,"
PC_0252,COD_CLUSTER,TE_LES,D4,"Ce matin, je te les ai réservés.",今天早上，我给你预留了这些,今天早上，我给你预留了这些,今天早上，我给他预留了这些,今天早上，我给你预留了这个,今天早上，你给我预留了这些,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.0,1,今天早上，我给你预留了这些,RESERVER_QCH_A_QN,OBJ_COD,te les,PASSE_COMPOSE,JE,TE,LES,,RECIPIENT_COD,,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0034; context=Ce matin,"
PC_0253,COD_CLUSTER,ME_COD,D4,"Hier matin, il me l'a expliqué.",昨天早上，他给我解释了这个,昨天早上，他给我解释了这个,昨天早上，他给我们解释了这个,昨天早上，他给我解释了这些,昨天早上，我给他解释了这个,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,2.0,1,昨天早上，他给我解释了这个,EXPLIQUER_QCH_A_QN,OBJ_COD,me l',PASSE_COMPOSE,IL,ME,LE_LA,,RECIPIENT_COD,ME_L_A,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0017; context=Hier matin,"
PC_0254,COD_CLUSTER,VOUS_COD,D3,"Pour l'instant, je vous le confirme.",目前，我向您确认这个,目前，我向您确认这个,目前，我向他们确认这个,目前，我向您确认这些,目前，您向我确认这个,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.0,1,目前，我向您确认这个,CONFIRMER_QCH_A_QN,OBJ_COD,vous le,PRESENT,JE,VOUS,LE,,RECIPIENT_COD,,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0018; context=Pour l'instant,"
PC_0255,COD_CLUSTER,NOUS_COD,D4,"Hier matin, elle nous l'a envoyé.",昨天早上，她把这个发给我们了,昨天早上，她把这个发给我们了,昨天早上，她把这个发给他们了,昨天早上，她把这些发给我们了,昨天早上，我们把这个发给她了,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.7,1,昨天早上，她把这个发给我们了,ENVOYER_QCH_A_QN,OBJ_COD,nous l',PASSE_COMPOSE,ELLE,NOUS,LE_LA,,RECIPIENT_COD,NOUS_L_A,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0019; context=Hier matin,"
PC_0256,COD_CLUSTER,ME_LES,D3,"Pour l'instant, tu me les montres.",目前，你给我看这些,目前，你给我看这些,目前，你给我们看这些,目前，你给我看这个,目前，我给你看这些,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.0,1,目前，你给我看这些,MONTRER_QCH_A_QN,OBJ_COD,me les,PRESENT,TU,ME,LES,,RECIPIENT_COD,,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0020; context=Pour l'instant,"
PC_0257,COD_CLUSTER,VOUS_LES,D3,"Plus tard, on vous les donnera demain.",之后，我们明天会把这些给您,之后，我们明天会把这些给您,之后，我们明天会把这些给他们,之后，我们明天会把这个给您,之后，您明天会把这些给我们,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.0,1,之后，我们明天会把这些给您,DONNER_QCH_A_QN,OBJ_COD,vous les,FUTUR_SIMPLE,ON,VOUS,LES,,RECIPIENT_COD,,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0021; context=Plus tard,"
PC_0258,COD_CLUSTER,TE_COD,D4,"Hier matin, je te l'ai laissé.",昨天早上，我把这个留给你了,昨天早上，我把这个留给你了,昨天早上，我把这个留给他了,昨天早上，我把这些留给你了,昨天早上，你把这个留给我了,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.7,1,昨天早上，我把这个留给你了,LAISSER_QCH_A_QN,OBJ_COD,te l',PASSE_COMPOSE,JE,TE,LE_LA,,RECIPIENT_COD,TE_L_AI,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0022; context=Hier matin,"
PC_0259,COD_CLUSTER,NOUS_LES,D4,"Hier matin, il nous les a apportés.",昨天早上，他把这些给我们带来了,昨天早上，他把这些给我们带来了,昨天早上，他把这些给他们带来了,昨天早上，他把这个给我们带来了,昨天早上，我们把这些给他带来了,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.0,1,昨天早上，他把这些给我们带来了,APPORTER_QCH_A_QN,OBJ_COD,nous les,PASSE_COMPOSE,IL,NOUS,LES,,RECIPIENT_COD,,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0023; context=Hier matin,"
PC_0260,COD_CLUSTER,ME_COD,D3,"Pour l'instant, vous me la prêtez.",目前，您把这个借给我,目前，您把这个借给我,目前，您把这个借给他们,目前，您把这些借给我,目前，我把这个借给您,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.0,1,目前，您把这个借给我,PRETER_QCH_A_QN,OBJ_COD,me la,PRESENT,VOUS,ME,LA,,RECIPIENT_COD,,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0024; context=Pour l'instant,"
PC_0261,COD_CLUSTER,COD_LUI,D4,"Hier matin, je le lui ai donné.",昨天早上，我把这个给他了,昨天早上，我把这个给他了,昨天早上，我把这个给他们了,昨天早上，我把这些给他了,昨天早上，他把这个给我了,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.7,1,昨天早上，我把这个给他了,DONNER_QCH_A_QN,COD_COI,le lui,PASSE_COMPOSE,JE,LE,LUI,,COD_RECIPIENT,LE_LUI_AI,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0025; context=Hier matin,"
PC_0262,COD_CLUSTER,COD_LUI,D4,"Hier matin, elle la lui a envoyée.",昨天早上，她把这个发给他了,昨天早上，她把这个发给他了,昨天早上，她把这个发给他们了,昨天早上，她把这些发给他了,昨天早上，他把这个发给她了,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.0,1,昨天早上，她把这个发给他了,ENVOYER_QCH_A_QN,COD_COI,la lui,PASSE_COMPOSE,ELLE,LA,LUI,,COD_RECIPIENT,,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0026; context=Hier matin,"
PC_0263,COD_CLUSTER,LES_LEUR,D4,"Hier matin, nous les leur avons montrés.",昨天早上，我们把这些给他们看了,昨天早上，我们把这些给他们看了,昨天早上，我们把这些给他看了,昨天早上，我们把这个给他们看了,昨天早上，他们把这些给我们看了,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.0,1,昨天早上，我们把这些给他们看了,MONTRER_QCH_A_QN,COD_COI,les leur,PASSE_COMPOSE,NOUS,LES,LEUR,,COD_RECIPIENT,,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0027; context=Hier matin,"
PC_0264,COD_CLUSTER,COD_LEUR,D3,"Plus tard, on le leur expliquera.",之后，我们会给他们解释这个,之后，我们会给他们解释这个,之后，我们会给他解释这个,之后，我们会给他们解释这些,之后，他们会给我们解释这个,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.0,1,之后，我们会给他们解释这个,EXPLIQUER_QCH_A_QN,COD_COI,le leur,FUTUR_SIMPLE,ON,LE,LEUR,,COD_RECIPIENT,,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0028; context=Plus tard,"
PC_0265,COD_CLUSTER,LES_LUI,D4,"Hier matin, je les lui ai rendus.",昨天早上，我把这些还给他了,昨天早上，我把这些还给他了,昨天早上，我把这些还给他们了,昨天早上，我把这个还给他了,昨天早上，他把这些还给我了,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.0,1,昨天早上，我把这些还给他了,RENDRE_QCH_A_QN,COD_COI,les lui,PASSE_COMPOSE,JE,LES,LUI,,COD_RECIPIENT,,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0029; context=Hier matin,"
PC_0266,COD_CLUSTER,COD_LEUR,D3,"Pour l'instant, il la leur recommande.",目前，他向他们推荐这个,目前，他向他们推荐这个,目前，他向他推荐这个,目前，他向他们推荐这些,目前，他们向他推荐这个,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.0,1,目前，他向他们推荐这个,RECOMMANDER_QCH_A_QN,COD_COI,la leur,PRESENT,IL,LA,LEUR,,COD_RECIPIENT,,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0030; context=Pour l'instant,"
PC_0267,COD_CLUSTER,ME_COD,D3,"Pour l'instant, elle me le rappelle souvent.",目前，她经常提醒我这件事,目前，她经常提醒我这件事,目前，她经常提醒他们这件事,目前，她经常提醒我这些事,目前，我经常提醒她这件事,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.0,1,目前，她经常提醒我这件事,RAPPELER_QCH_A_QN,OBJ_COD,me le,PRESENT,ELLE,ME,LE,,RECIPIENT_COD,,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0031; context=Pour l'instant,"
PC_0268,COD_CLUSTER,VOUS_COD,D4,"Hier matin, nous vous l'avons déjà dit.",昨天早上，我们已经跟您说过这个了,昨天早上，我们已经跟您说过这个了,昨天早上，我们已经跟他们说过这个了,昨天早上，我们已经跟您说过这些了,昨天早上，您已经跟我们说过这个了,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.7,1,昨天早上，我们已经跟您说过这个了,DIRE_QCH_A_QN,OBJ_COD,vous l',PASSE_COMPOSE,NOUS,VOUS,LE_LA,,RECIPIENT_COD,VOUS_L_AVONS,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0032; context=Hier matin,"
PC_0269,COD_CLUSTER,NOUS_LES,D4,"Hier matin, ils nous les ont transmis.",昨天早上，他们把这些转给我们了,昨天早上，他们把这些转给我们了,昨天早上，他们把这些转给他们了,昨天早上，他们把这个转给我们了,昨天早上，我们把这些转给他们了,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.0,1,昨天早上，他们把这些转给我们了,TRANSMETTRE_QCH_A_QN,OBJ_COD,nous les,PASSE_COMPOSE,ILS,NOUS,LES,,RECIPIENT_COD,,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0033; context=Hier matin,"
PC_0270,COD_CLUSTER,TE_LES,D4,"Hier matin, je te les ai réservés.",昨天早上，我给你预留了这些,昨天早上，我给你预留了这些,昨天早上，我给他预留了这些,昨天早上，我给你预留了这个,昨天早上，你给我预留了这些,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.0,1,昨天早上，我给你预留了这些,RESERVER_QCH_A_QN,OBJ_COD,te les,PASSE_COMPOSE,JE,TE,LES,,RECIPIENT_COD,,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0034; context=Hier matin,"
PC_0271,COD_CLUSTER,ME_COD,D4,"Hier soir, il me l'a expliqué.",昨晚，他给我解释了这个,昨晚，他给我解释了这个,昨晚，他给我们解释了这个,昨晚，他给我解释了这些,昨晚，我给他解释了这个,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,2.0,1,昨晚，他给我解释了这个,EXPLIQUER_QCH_A_QN,OBJ_COD,me l',PASSE_COMPOSE,IL,ME,LE_LA,,RECIPIENT_COD,ME_L_A,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0017; context=Hier soir,"
PC_0272,COD_CLUSTER,VOUS_COD,D3,"Cette fois, je vous le confirme.",这次，我向您确认这个,这次，我向您确认这个,这次，我向他们确认这个,这次，我向您确认这些,这次，您向我确认这个,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.0,1,这次，我向您确认这个,CONFIRMER_QCH_A_QN,OBJ_COD,vous le,PRESENT,JE,VOUS,LE,,RECIPIENT_COD,,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0018; context=Cette fois,"
PC_0273,COD_CLUSTER,NOUS_COD,D4,"Hier soir, elle nous l'a envoyé.",昨晚，她把这个发给我们了,昨晚，她把这个发给我们了,昨晚，她把这个发给他们了,昨晚，她把这些发给我们了,昨晚，我们把这个发给她了,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.7,1,昨晚，她把这个发给我们了,ENVOYER_QCH_A_QN,OBJ_COD,nous l',PASSE_COMPOSE,ELLE,NOUS,LE_LA,,RECIPIENT_COD,NOUS_L_A,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0019; context=Hier soir,"
PC_0274,COD_CLUSTER,ME_LES,D3,"Cette fois, tu me les montres.",这次，你给我看这些,这次，你给我看这些,这次，你给我们看这些,这次，你给我看这个,这次，我给你看这些,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.0,1,这次，你给我看这些,MONTRER_QCH_A_QN,OBJ_COD,me les,PRESENT,TU,ME,LES,,RECIPIENT_COD,,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0020; context=Cette fois,"
PC_0275,COD_CLUSTER,VOUS_LES,D3,"La semaine prochaine, on vous les donnera demain.",下周，我们明天会把这些给您,下周，我们明天会把这些给您,下周，我们明天会把这些给他们,下周，我们明天会把这个给您,下周，您明天会把这些给我们,RECIPIENT|COD_NUMBER|ROLE_REVERSAL,1.0,1,下周，我们明天会把这些给您,DONNER_QCH_A_QN,OBJ_COD,vous les,FUTUR_SIMPLE,ON,VOUS,LES,,RECIPIENT_COD,,RECIPIENT,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0021; context=La semaine prochaine,"
